#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.198858,22,65.839343
-0.065233,7,65.840329
-0.107543,13,65.842136
-0.13963,22,65.845077
-0.17063,21,65.847961
-0.163336,29,65.851883
-0.107481,8,65.852967
-0.081976,10,65.854317
-0.070498,7,65.855278
-0.079911,10,65.856655
-0.29764,52,65.863548
-0.085321,17,65.865986
-0.065625,10,65.867361
-0.107771,17,65.869659
-0.05643,8,65.870765
-0.154291,18,65.873186
-0.425109,55,65.880629
-0.067469,13,65.882491
-0.096502,21,65.885327
-0.119309,16,65.887523
-0.147521,35,65.89232
-0.141987,17,65.894642
-0.079486,9,65.895906
-0.149654,14,65.897834
-0.187431,17,65.900214
-0.184445,29,65.904073
-0.124552,18,65.906493
-0.087938,9,65.907753
-0.110303,7,65.908716
-0.096993,13,65.910455
-0.229684,15,65.912462
-0.108427,9,65.913693
-0.115193,22,65.916733
-0.336493,98,65.929853
-0.125667,18,65.932352
-0.100351,13,65.934112
-0.152192,31,65.938283
-0.09592,10,65.93966
-0.097714,28,65.943497
-0.116292,16,65.945645
-0.096884,12,65.947271
-0.076104,11,65.948836
-0.078029,13,65.950596
-0.100615,11,65.952105
-0.139111,21,65.954905
-0.298111,54,65.962089
-0.26533,53,65.96913
-0.075372,11,65.970623
-0.105966,24,65.97384
-0.337524,49,65.98049
-0.077659,20,65.983269
-0.131448,13,65.985033
-0.138482,20,65.987718
-0.110434,11,65.989191
-0.100662,14,65.991089
-0.190151,19,65.993623
-0.069419,13,65.995375
-0.096257,37,66.000388
-0.060467,7,66.001341
-0.121078,10,66.002697
-0.128657,27,66.006287
-0.140088,13,66.008075
-0.13806,13,66.009831
-0.176851,27,66.013404
-0.088283,14,66.015322
-0.057019,13,66.017096
-0.131365,13,66.018862
-0.073761,16,66.021001
-0.14634,18,66.023414
-0.104558,26,66.027052
-0.122431,36,66.032014
-0.48051,43,66.34932
-0.154351,14,66.351343
-0.146882,29,66.355477
-0.116926,24,66.358874
-0.059675,6,66.359732
-0.256633,49,66.366581
-0.195792,33,66.371184
-0.214184,18,66.373733
-0.159236,30,66.377977
-0.106706,32,66.382417
-0.137066,9,66.383695
-0.116074,16,66.385986
-0.12677,13,66.387851
-0.083487,14,66.389763
-0.105755,22,66.392762
-0.121609,9,66.394001
-0.093502,7,66.394971
-0.159865,37,66.400206
-0.300459,35,66.405028
-0.093816,10,66.406387
-0.080122,24,66.409614
-0.113025,15,66.411626
-0.331661,46,66.417973
-0.145905,24,66.421171
-0.131041,16,66.423362
-0.238921,38,66.428554
-0.11424,13,66.430334
-0.099086,10,66.431811
-0.081041,7,66.432785
-0.126398,27,66.436409
-0.135878,30,66.440405
-0.089519,18,66.44287
-0.196622,43,66.448802
-0.119645,45,66.454878
-0.104485,12,66.456518
-0.215368,27,66.460092
-0.448968,72,66.469988
-0.222734,42,66.475649
-0.101103,21,66.478524
-0.135739,18,66.481019
-0.19128,54,66.488353
-0.099724,9,66.489582
-0.164665,22,66.492592
-0.14862,13,66.494339
-0.078122,10,66.495697
-0.122977,28,66.499496
-0.121993,12,66.5011
-0.152335,23,66.504143
-0.106167,7,66.5051
-0.177663,20,66.507802
-0.104694,29,66.511663
-0.13501,18,66.514066
-0.088387,14,66.516
-0.111242,24,66.519212
-0.186393,13,66.520957
-0.130947,31,66.525131
-0.160424,19,66.527677
-0.111662,22,66.530656
-0.051453,12,66.532366
-0.104014,22,66.535335
-0.08043,14,66.537246
-0.314394,53,66.54438
-0.10219,29,66.548388
-0.058047,11,66.549908
-0.121448,7,66.550874
-0.156885,13,66.552806
-0.220614,49,66.559357
-0.066221,10,66.56071
-0.173644,43,66.566566
-0.178104,33,66.570946
-0.092767,9,66.572183
-0.152473,12,66.57378
-0.160469,56,66.581375
-0.115689,11,66.582875
-0.108984,12,66.584504
-0.14249,31,66.58862
-0.115721,8,66.589728
-0.070157,10,66.59115
-0.095181,16,66.593309
-0.121763,16,66.595438
-0.102485,15,66.59747
-0.132839,12,66.599228
-0.07585,11,66.600709
-0.093448,32,66.604977
-0.117797,14,66.606885
-0.073517,14,66.608762
-0.103394,17,66.61102
-0.08771,9,66.61223
-0.092198,19,66.61483
-0.110492,17,66.617103
-0.119256,12,66.618716
-0.121768,35,66.623316
-0.049909,8,66.624423
-0.226159,35,66.937508
-0.144955,12,66.939217
-0.104411,17,66.941577
-0.112571,17,66.943915
-0.069827,23,66.947046
-0.155111,22,66.950232
-0.118253,11,66.951774
-0.200386,54,66.959071
-0.112287,17,66.961354
-0.19351,34,66.96603
-0.07885,11,66.967551
-0.121155,14,66.969451
-0.089969,14,66.971341
-0.100553,15,66.973382
-0.138054,34,66.978038
-0.152339,18,66.980516
-0.066774,13,66.982503
-0.06153,9,66.983777
-0.115386,10,66.985182
-0.138823,12,66.986837
-0.061311,7,66.987799
-0.081074,9,66.989046
-0.197426,27,66.992801
-0.210576,28,66.996544
-0.107493,16,66.998793
-0.118337,8,66.999906
-0.096461,9,67.001124
-0.133498,26,67.004604
-0.114091,17,67.006982
-0.112197,9,67.008221
-0.087507,14,67.010089
-0.096898,9,67.011318
-0.076578,7,67.01229
-0.071296,8,67.013373
-0.150359,22,67.016531
-0.101533,15,67.018623
-0.273371,24,67.02186
-0.131587,20,67.024638
-0.159572,28,67.028487
-0.16196,16,67.030714
-0.21681,38,67.035882
-0.119252,11,67.037399
-0.080268,14,67.039289
-0.120496,16,67.041511
-0.084735,14,67.043413
-0.067728,9,67.044636
-0.196262,37,67.049695
-0.11486,13,67.051523
-0.142574,27,67.055301
-0.061475,15,67.057387
-0.180107,16,67.059542
-0.084254,18,67.061977
-0.14146,30,67.066052
-0.13371,13,67.067848
-0.133983,21,67.070686
-0.112548,23,67.073761
-0.176294,28,67.077709
-0.085084,12,67.079451
-0.146342,25,67.0829
-0.146669,44,67.088924
-0.086954,21,67.0918
-0.135366,12,67.093436
-0.116333,14,67.09531
-0.091217,6,67.096145
-0.140855,19,67.098792
-0.133395,22,67.102006
-0.267369,42,67.107734
-0.063285,7,67.108703
-0.14066,18,67.111129
-0.115007,8,67.112246
-0.115016,14,67.114121
-0.088315,7,67.115139
-0.09567,8,67.116256
-0.132629,26,67.119733
-0.179379,31,67.12386
-0.108957,28,67.12766
-0.145215,35,67.132452
-0.135233,24,67.135658
-0.12666,13,67.137433
-0.279968,50,67.144135
-0.084508,6,67.14496
-0.094268,8,67.146046
-0.12769,14,67.147968
-0.070886,8,67.149111
-0.085388,18,67.151565
-0.111259,14,67.153437
-0.158397,34,67.158043
-0.134495,23,67.161098
-0.188202,40,67.16653
-0.173042,27,67.170151
-0.109782,17,67.172429
-0.146376,35,67.177153
-0.143163,20,67.179927
-0.133829,37,67.184945
-0.098519,26,67.188431
-0.134248,23,67.191631
-0.120706,32,67.195888
-0.304641,37,67.20095
-0.077347,12,67.202592
-0.161846,37,67.207561
-0.130923,10,67.208935
-0.125356,25,67.212266
-0.102978,33,67.531252
-0.18828,20,67.53408
-0.084936,15,67.536155
-0.120571,15,67.538187
-0.070885,8,67.539291
-0.089736,6,67.540138
-0.13162,31,67.544354
-0.076492,19,67.546919
-0.178544,18,67.549419
-0.173685,22,67.552524
-0.129419,12,67.554267
-0.07943,6,67.555122
-0.092466,13,67.556905
-0.069766,7,67.557865
-0.069235,11,67.559345
-0.080759,15,67.561371
-0.147961,14,67.563293
-0.079018,9,67.56453
-0.159979,34,67.569143
-0.112506,8,67.570252
-0.113134,17,67.572545
-0.091108,10,67.573884
-0.110849,11,67.57541
-0.119365,10,67.576793
-0.078458,6,67.577628
-0.110493,8,67.578774
-0.159786,21,67.581704
-0.109408,14,67.583617
-0.114094,31,67.587783
-0.213057,17,67.590086
-0.080295,19,67.592734
-0.134221,16,67.594889
-0.283469,53,67.602263
-0.097957,7,67.603254
-0.106272,8,67.604354
-0.1472,34,67.608998
-0.183739,25,67.61233
-0.07342,12,67.613947
-0.129599,29,67.6181
-0.130017,18,67.620565
-0.075948,13,67.622353
-0.10158,10,67.623726
-0.111205,12,67.625393
-0.121449,11,67.626906
-0.209616,40,67.632376
-0.138469,9,67.633597
-0.118906,23,67.636703
-0.345779,50,67.643409
-0.151431,35,67.648149
-0.105069,9,67.649402
-0.059645,9,67.650634
-0.176889,37,67.655585
-0.115575,23,67.658685
-0.142381,20,67.661343
-0.238865,58,67.669129
-0.282829,48,67.675528
-0.085851,20,67.678239
-0.063636,9,67.679507
-0.110803,13,67.681296
-0.099936,8,67.682489
-0.215421,27,67.686136
-0.08683,13,67.687898
-0.085694,11,67.689399
-0.060006,11,67.690926
-0.123695,19,67.693503
-0.11601,7,67.694465
-0.121546,12,67.696092
-0.262386,39,67.701401
-0.05981,8,67.70251
-0.098531,7,67.70347
-0.123348,18,67.705894
-0.163935,43,67.711581
-0.153536,14,67.713462
-0.115187,13,67.715248
-0.064424,8,67.716374
-0.316245,29,67.720232
-0.077949,9,67.721469
-0.29682,70,67.730966
-0.077447,16,67.733115
-0.430968,31,67.737242
-0.161731,32,67.741513
-0.104562,7,67.742487
-0.117236,9,67.743697
-0.251538,24,67.74691
-0.116255,9,67.748242
-0.057383,10,67.749609
-0.196472,30,67.753565
-0.066979,14,67.75548
-0.138306,13,67.757278
-0.122051,20,67.759943
-0.052644,7,67.760886
-0.08277,7,67.761843
-0.074623,12,67.763465
-0.080259,19,67.766026
-0.086998,7,67.766975
-0.107344,16,67.769123
-0.434253,53,67.776197
-0.068619,9,67.777418
-0.181244,36,67.782329
-0.058626,8,67.783409
-0.299698,34,67.787955
-0.172832,21,67.790753
-0.089234,9,67.791979
-0.126499,31,67.796089
-0.080387,18,67.798617
-0.095676,21,67.801416
-0.07903,29,67.805281
-0.091802,7,67.806319
-0.178403,14,68.162093
-0.179379,24,68.16562
-0.104877,12,68.167339
-0.061431,8,68.168496
-0.084136,14,68.170494
-0.095567,9,68.171725
-0.108933,13,68.173531
-0.171082,23,68.176717
-0.06175,13,68.178563
-0.07502,19,68.181354
-0.20968,33,68.185847
-0.25206,33,68.190315
-0.150336,39,68.195525
-0.06625,8,68.196648
-0.064801,12,68.198462
-0.094866,22,68.201536
-0.091141,7,68.202523
-0.139246,12,68.204171
-0.114292,24,68.207508
-0.125452,12,68.209149
-0.176079,24,68.212369
-0.151044,18,68.214889
-0.103744,11,68.216538
-0.078412,11,68.218079
-0.114382,14,68.220014
-0.114018,14,68.221918
-0.090724,19,68.224504
-0.122976,49,68.231244
-0.151663,9,68.232531
-0.13374,15,68.234572
-0.128311,25,68.237926
-0.086102,5,68.238629
-0.279303,47,68.24492
-0.134666,15,68.246969
-0.127233,8,68.248117
-0.183293,33,68.252543
-0.328169,37,68.257493
-0.106539,22,68.260418
-0.199375,33,68.264938
-0.250289,45,68.270987
-0.077445,10,68.272358
-0.208522,19,68.274971
-0.081093,11,68.2765
-0.094972,13,68.278292
-0.121569,16,68.280519
-0.096687,9,68.281858
-0.238215,46,68.288136
-0.430557,65,68.297036
-0.146087,11,68.298765
-0.255491,28,68.302718
-0.153986,27,68.306326
-0.188137,32,68.310517
-0.116634,19,68.313041
-0.118961,10,68.314404
-0.212955,48,68.321009
-0.121474,9,68.322291
-0.183895,29,68.326317
-0.116063,11,68.327875
-0.099751,19,68.330552
-0.117717,9,68.331999
-0.091062,13,68.333861
-0.133153,16,68.336138
-0.153774,23,68.339364
-0.060653,19,68.342051
-0.152944,14,68.344008
-0.182092,42,68.349868
-0.095897,9,68.351143
-0.150503,17,68.35353
-0.06937,8,68.354653
-0.106376,12,68.356423
-0.114205,15,68.358521
-0.085786,14,68.3605
-0.094466,16,68.36275
-0.075774,15,68.364886
-0.103011,9,68.36614
-0.083212,7,68.36714
-0.111651,22,68.370208
-0.323041,32,68.374615
-0.124073,14,68.37659
-0.084198,8,68.377683
-0.243162,50,68.384438
-0.110203,23,68.38757
-0.16517,25,68.390961
-0.120344,30,68.394996
-0.189989,57,68.402839
-0.088716,11,68.404384
-0.09507,15,68.406406
-0.127527,10,68.40776
-0.05815,9,68.409002
-0.154827,27,68.412587
-0.087961,15,68.414639
-0.129035,21,68.417563
-0.091204,8,68.418668
-0.257929,26,68.42213
-0.116611,40,68.427505
-0.125754,9,68.428743
-0.410105,77,68.439068
-0.143594,40,68.752056
-0.169177,18,68.754573
-0.129106,10,68.756009
-0.173011,26,68.759509
-0.110605,9,68.760735
-0.260001,19,68.763308
-0.128233,9,68.76453
-0.12229,19,68.767332
-0.137337,16,68.769562
-0.06559,12,68.771219
-0.102629,15,68.773271
-0.098996,12,68.77494
-0.15851,18,68.777414
-0.115034,8,68.778529
-0.220624,17,68.780885
-0.157286,23,68.784172
-0.137762,25,68.787642
-0.20492,20,68.790376
-0.182483,15,68.792439
-0.174473,22,68.795379
-0.147188,21,68.798363
-0.190632,22,68.801442
-0.14429,28,68.805254
-0.123339,11,68.806766
-0.108238,10,68.80812
-0.141391,11,68.809597
-0.136733,17,68.811895
-0.063906,8,68.813028
-0.129016,36,68.818063
-0.134526,22,68.821037
-0.156808,14,68.822944
-0.100588,11,68.824484
-0.230822,58,68.832482
-0.10418,11,68.833981
-0.11761,9,68.835207
-0.115155,8,68.836296
-0.144318,22,68.839265
-0.09808,13,68.841046
-0.183748,32,68.845305
-0.075732,10,68.846678
-0.074194,7,68.847667
-0.109579,7,68.848704
-0.150492,19,68.85126
-0.102706,8,68.852369
-0.138504,16,68.854503
-0.120627,37,68.859464
-0.12983,27,68.863052
-0.106804,19,68.865694
-0.104643,8,68.86679
-0.136501,20,68.869486
-0.082382,18,68.871906
-0.166459,20,68.874671
-0.119615,11,68.876179
-0.093737,11,68.877702
-0.140542,19,68.88033
-0.1112,16,68.882578
-0.177526,17,68.884868
-0.114292,12,68.886499
-0.078479,8,68.887591
-0.065269,9,68.888833
-0.151611,47,68.89511
-0.18824,31,68.899463
-0.096394,9,68.900697
-0.280412,50,68.907437
-0.121791,12,68.909054
-0.109945,21,68.911869
-0.118191,9,68.913103
-0.22448,37,68.918173
-0.144844,19,68.920712
-0.083985,7,68.921664
-0.112438,18,68.924105
-0.093246,9,68.925366
-0.119502,32,68.929729
-0.147267,27,68.933349
-0.108148,10,68.934726
-0.183344,31,68.938845
-0.127678,20,68.941562
-0.078973,11,68.943051
-0.104611,6,68.943872
-0.088858,19,68.946404
-0.143065,23,68.949647
-0.085238,6,68.950467
-0.15976,28,68.954166
-0.08071,12,68.955805
-0.142294,17,68.958133
-0.119029,16,68.960241
-0.191997,21,68.963072
-0.14498,23,68.966236
-0.092724,10,68.96758
-0.23608,55,68.974847
-0.111103,37,68.979811
-0.082565,14,68.981764
-0.090967,8,68.982861
-0.080816,13,68.984628
-0.054332,11,68.986122
-0.097647,8,68.987208
-0.072892,9,68.988408
-0.184063,35,68.993117
-0.161758,15,68.995131
-0.108003,16,68.997289
-0.258099,37,69.002204
-0.142931,11,69.003688
-0.068911,8,69.004769
-0.225913,39,69.00998
-0.108422,20,69.012631
-0.171451,21,69.015445
-0.13945,12,69.017099
-0.092384,6,69.017924
-0.088318,7,69.018887
-0.128266,20,69.02155
-0.099526,10,69.022918
-0.054832,11,69.02444
-0.124786,12,69.026088
-0.241465,53,69.34428
-0.181297,38,69.349839
-0.338072,38,69.355206
-0.117712,17,69.35766
-0.162088,14,69.359662
-0.069722,7,69.360691
-0.116355,12,69.362388
-0.321967,53,69.370066
-0.061867,8,69.371246
-0.09761,10,69.372667
-0.130204,17,69.375084
-0.163787,26,69.37874
-0.069462,12,69.38049
-0.070654,10,69.381997
-0.078921,12,69.383636
-0.14605,28,69.387419
-0.091286,12,69.389075
-0.220048,33,69.393611
-0.081522,7,69.394612
-0.084491,17,69.396944
-0.09491,11,69.398522
-0.067513,14,69.400493
-0.10601,38,69.405604
-0.063972,8,69.406752
-0.103333,10,69.408146
-0.125464,23,69.411226
-0.098007,12,69.41286
-0.200029,32,69.417326
-0.075039,13,69.419156
-0.100225,14,69.421093
-0.161078,32,69.42542
-0.15371,19,69.428027
-0.099903,13,69.429835
-0.068202,8,69.430947
-0.441512,71,69.440866
-0.12631,10,69.442298
-0.061645,16,69.444461
-0.157934,13,69.446237
-0.108777,11,69.447768
-0.102916,20,69.450592
-0.179945,24,69.453867
-0.100824,10,69.455236
-0.156025,30,69.459234
-0.234905,58,69.467119
-0.072312,10,69.468526
-0.086668,12,69.470141
-0.145051,26,69.473599
-0.105188,8,69.474738
-0.062598,7,69.47571
-0.079303,13,69.477496
-0.158015,16,69.479705
-0.157872,31,69.48398
-0.238599,59,69.491812
-0.108081,16,69.49395
-0.089553,14,69.495846
-0.172819,17,69.498193
-0.070893,12,69.49985
-0.131501,13,69.501605
-0.122809,26,69.505138
-0.098825,15,69.507207
-0.125823,18,69.509632
-0.224134,29,69.513486
-0.166732,30,69.517552
-0.142564,23,69.520615
-0.150694,35,69.525333
-0.089527,13,69.527143
-0.192601,29,69.531235
-0.143132,19,69.533784
-0.067326,6,69.534623
-0.062078,9,69.535875
-0.070939,9,69.537103
-0.087091,10,69.538453
-0.072846,14,69.540377
-0.059837,13,69.542175
-0.119703,23,69.545199
-0.127015,14,69.547115
-0.152899,13,69.548933
-0.096847,7,69.549945
-0.112725,15,69.552269
-0.063437,7,69.553299
-0.267569,30,69.557405
-0.083943,14,69.559302
-0.101105,24,69.56252
-0.105467,31,69.566724
-0.066549,10,69.568093
-0.117775,16,69.570245
-0.13029,25,69.573545
-0.101533,14,69.575427
-0.111394,18,69.577871
-0.080697,9,69.579142
-0.085171,6,69.579977
-0.086726,13,69.581818
-0.223618,23,69.58494
-0.115362,22,69.587894
-0.09448,15,69.589967
-0.126891,11,69.591529
-0.227049,44,69.597428
-0.112657,18,69.600008
-0.189272,17,69.602305
-0.230764,65,69.611054
-0.10395,7,69.612011
-0.133279,9,69.61323
-0.126429,8,69.614315
-0.109716,15,69.616444
-0.111281,7,69.61739
-0.189126,26,69.62083
-0.103248,10,69.929603
-0.178444,44,69.935916
-0.127927,12,69.937568
-0.197169,38,69.942757
-0.119448,25,69.946116
-0.089349,9,69.947346
-0.06086,14,69.949365
-0.081804,10,69.950739
-0.253298,31,69.954921
-0.148473,28,69.958806
-0.103606,10,69.960151
-0.146321,16,69.962317
-0.16237,26,69.965838
-0.10896,8,69.966939
-0.209953,24,69.970172
-0.194437,35,69.974917
-0.128787,18,69.977372
-0.130296,16,69.979581
-0.204392,34,69.984347
-0.118975,13,69.986154
-0.32504,34,69.990769
-0.123554,11,69.992394
-0.058325,12,69.994074
-0.102077,7,69.995056
-0.079573,7,69.996033
-0.061104,8,69.997153
-0.096594,23,70.000326
-0.086355,17,70.002633
-0.101198,22,70.005587
-0.080477,10,70.006978
-0.098806,9,70.008219
-0.224383,52,70.015182
-0.118598,20,70.017914
-0.103199,23,70.021005
-0.108949,9,70.022248
-0.053588,5,70.022936
-0.079705,12,70.024598
-0.204426,36,70.029567
-0.25748,35,70.034328
-0.058062,8,70.035447
-0.155637,23,70.038554
-0.085741,17,70.040908
-0.119916,14,70.042815
-0.16617,48,70.049287
-0.154002,12,70.050942
-0.082843,17,70.053431
-0.111158,9,70.05468
-0.111987,29,70.058624
-0.17299,14,70.060517
-0.154187,22,70.063449
-0.104377,11,70.065089
-0.10149,10,70.066494
-0.128739,15,70.068513
-0.091548,31,70.072637
-0.14331,27,70.076332
-0.115678,12,70.077984
-0.105763,10,70.079386
-0.073915,17,70.081779
-0.115794,15,70.083809
-0.064946,8,70.084911
-0.101942,24,70.088135
-0.099287,14,70.090048
-0.110611,9,70.091323
-0.083764,12,70.093046
-0.171715,46,70.099461
-0.103964,10,70.10082
-0.117018,9,70.102053
-0.18922,35,70.106675
-0.169064,20,70.10934
-0.077503,7,70.110301
-0.088902,16,70.112645
-0.103728,17,70.115156
-0.109082,9,70.116435
-0.116371,9,70.117673
-0.064014,11,70.119207
-0.10107,8,70.120295
-0.129693,19,70.122893
-0.126298,24,70.126177
-0.120515,19,70.128882
-0.073469,12,70.130555
-0.071556,12,70.13221
-0.08231,14,70.134102
-0.096019,23,70.137238
-0.086116,23,70.140342
-0.092324,26,70.143827
-0.073005,8,70.144925
-0.079355,6,70.145764
-0.195121,32,70.150149
-0.10275,7,70.151107
-0.105706,16,70.153263
-0.101552,13,70.155009
-0.360797,45,70.161013
-0.132585,20,70.163722
-0.085182,22,70.166746
-0.166062,21,70.169567
-0.07843,10,70.170916
-0.122252,21,70.173739
-0.096594,20,70.176494
-0.26382,43,70.182372
-0.189137,17,70.184687
-0.331595,36,70.189487
-0.10011,8,70.19065
-0.09263,18,70.193083
-0.121531,15,70.195076
-0.214077,19,70.197633
-0.313319,46,70.203836
-0.08094,14,70.205805
-0.207559,31,70.524405
-0.184902,21,70.527487
-0.114691,21,70.530421
-0.193732,27,70.534102
-0.11705,15,70.536161
-0.156884,23,70.53925
-0.128887,33,70.543728
-0.117105,9,70.544965
-0.099818,11,70.546471
-0.208475,42,70.552583
-0.278686,32,70.556906
-0.132323,21,70.55975
-0.222177,36,70.564626
-0.134459,20,70.56742
-0.083018,15,70.569444
-0.10921,16,70.57159
-0.343105,70,70.581218
-0.13142,9,70.582533
-0.129018,31,70.586753
-0.064099,10,70.588118
-0.183369,20,70.590876
-0.105223,23,70.59397
-0.129543,19,70.596525
-0.126079,27,70.600227
-0.158041,25,70.603561
-0.153337,18,70.606024
-0.067225,10,70.607409
-0.112873,10,70.608759
-0.284308,49,70.615242
-0.164845,34,70.619758
-0.09175,15,70.621756
-0.190373,27,70.625417
-0.122718,19,70.627991
-0.063606,9,70.629224
-0.125842,16,70.631489
-0.057298,7,70.632491
-0.103632,10,70.633871
-0.098988,20,70.636576
-0.101429,10,70.637938
-0.099385,14,70.639863
-0.284548,36,70.644743
-0.168518,44,70.650825
-0.151636,23,70.65395
-0.143095,12,70.65564
-0.161551,27,70.659318
-0.149556,31,70.663451
-0.24811,64,70.672039
-0.126662,10,70.673413
-0.154529,14,70.675363
-0.138072,22,70.678336
-0.087187,13,70.680131
-0.111485,16,70.68235
-0.070033,8,70.683443
-0.068865,10,70.68482
-0.226776,42,70.690444
-0.069833,7,70.691409
-0.122913,10,70.692795
-0.178069,22,70.695739
-0.092246,7,70.696698
-0.103884,38,70.70186
-0.098278,7,70.702823
-0.223893,55,70.710137
-0.078972,17,70.712413
-0.085805,17,70.714731
-0.089819,6,70.715549
-0.056587,7,70.716515
-0.097855,13,70.718259
-0.072876,11,70.71972
-0.115619,8,70.720825
-0.104002,9,70.722036
-0.091893,6,70.722873
-0.125063,12,70.724499
-0.126018,13,70.726278
-0.065225,7,70.727242
-0.263554,31,70.731531
-0.145864,25,70.734878
-0.083565,13,70.736638
-0.12625,14,70.738544
-0.122853,19,70.741162
-0.268367,62,70.749468
-0.249398,22,70.752386
-0.123147,8,70.753466
-0.449168,94,70.765957
-0.142913,42,70.771551
-0.108567,21,70.774422
-0.123323,22,70.777412
-0.119025,17,70.779773
-0.123246,26,70.783336
-0.123978,17,70.785666
-0.126879,12,70.7873
-0.14132,25,70.790697
-0.129585,16,70.792882
-0.056799,9,70.794095
-0.165673,31,70.79831
-0.365547,49,71.112378
-0.068904,20,71.115241
-0.094717,14,71.117366
-0.137891,25,71.12086
-0.157484,22,71.123869
-0.085145,14,71.125785
-0.140065,23,71.128938
-0.130706,19,71.131666
-0.100228,15,71.133722
-0.151432,14,71.135644
-0.146601,24,71.138871
-0.070971,12,71.140537
-0.135524,17,71.142873
-0.113866,6,71.143698
-0.116929,9,71.144929
-0.115513,15,71.147001
-0.166721,17,71.149582
-0.256764,30,71.153668
-0.060945,9,71.154924
-0.072869,9,71.156194
-0.083426,16,71.158399
-0.159788,17,71.160666
-0.096485,7,71.161625
-0.19659,32,71.166022
-0.079208,9,71.167269
-0.065028,9,71.168504
-0.074459,8,71.169603
-0.227266,57,71.17723
-0.135263,11,71.178759
-0.068624,7,71.179771
-0.126631,12,71.181492
-0.121682,15,71.183533
-0.11727,12,71.185192
-0.070899,11,71.186677
-0.09663,22,71.189663
-0.116201,23,71.192764
-0.153261,20,71.195477
-0.097724,15,71.197606
-0.107329,10,71.19902
-0.108332,10,71.200385
-0.103154,25,71.203727
-0.133016,10,71.205107
-0.140065,11,71.20661
-0.386302,53,71.213644
-0.180666,26,71.217205
-0.111782,14,71.219106
-0.095968,30,71.223092
-0.132177,13,71.22494
-0.13895,11,71.226422
-0.109689,16,71.228625
-0.099973,15,71.230694
-0.255671,70,71.239991
-0.098468,6,71.240825
-0.11696,9,71.242075
-0.232076,24,71.245273
-0.120259,22,71.248325
-0.294039,52,71.255243
-0.094137,9,71.256475
-0.089797,10,71.257842
-0.326983,36,71.262601
-0.143807,26,71.266156
-0.282383,60,71.274155
-0.09257,7,71.275142
-0.170076,33,71.279597
-0.243921,38,71.284724
-0.100312,22,71.287657
-0.115957,29,71.291574
-0.066904,10,71.292959
-0.113454,13,71.294748
-0.06857,9,71.295984
-0.091251,34,71.300953
-0.083124,17,71.303387
-0.188665,28,71.307286
-0.074919,5,71.308071
-0.20116,43,71.313907
-0.125652,21,71.317049
-0.094715,9,71.318323
-0.194667,39,71.323565
-0.085608,7,71.324551
-0.151474,30,71.328708
-0.074085,8,71.329858
-0.087227,19,71.332561
-0.137742,10,71.33397
-0.218743,16,71.336227
-0.147293,16,71.338467
-0.138612,34,71.343248
-0.151157,18,71.345754
-0.109088,13,71.347578
-0.118147,14,71.349538
-0.11752,16,71.351739
-0.070826,18,71.354246
-0.13649,12,71.355962
-0.118449,22,71.359021
-0.091849,19,71.361658
-0.076952,12,71.36335
-0.189553,22,71.366521
-0.116641,18,71.369078
-0.085828,15,71.371184
-0.085178,9,71.372452
-0.172216,28,71.376486
-0.261533,46,71.383013
-0.066692,7,71.384008
-0.14238,13,71.385785
-0.067828,10,71.387148
-0.111689,13,71.388906
-0.115982,23,71.392064
-0.161188,19,71.705084
-0.130693,25,71.708582
-0.10058,6,71.709427
-0.176314,25,71.712816
-0.234825,52,71.720063
-0.111246,18,71.722543
-0.066436,14,71.724497
-0.186491,59,71.732782
-0.123909,26,71.736353
-0.135763,25,71.739737
-0.070593,15,71.741859
-0.119247,11,71.743385
-0.300908,32,71.747682
-0.128725,21,71.750546
-0.100095,26,71.75404
-0.169923,16,71.756225
-0.133828,28,71.759916
-0.285015,29,71.763813
-0.106673,14,71.765932
-0.135225,11,71.76749
-0.163307,15,71.769564
-0.095784,13,71.771347
-0.241377,35,71.776118
-0.139614,15,71.778259
-0.096077,12,71.779967
-0.118761,11,71.781558
-0.068733,7,71.782549
-0.194648,45,71.788564
-0.182001,42,71.794244
-0.215381,42,71.799979
-0.054693,8,71.801078
-0.113619,8,71.802234
-0.248286,29,71.806148
-0.220554,65,71.814953
-0.089406,15,71.817034
-0.113589,23,71.820281
-0.081861,18,71.822796
-0.179186,14,71.82472
-0.067446,9,71.825964
-0.049312,6,71.826787
-0.350169,64,71.835497
-0.09216,12,71.837128
-0.169985,19,71.839693
-0.180464,46,71.845868
-0.108239,9,71.847105
-0.114257,24,71.850473
-0.061177,7,71.851441
-0.08074,6,71.852276
-0.077174,8,71.853382
-0.067968,8,71.854485
-0.114865,8,71.855646
-0.128004,19,71.858262
-0.228376,25,71.861583
-0.06647,9,71.862795
-0.069551,14,71.864752
-0.079513,7,71.865741
-0.171712,27,71.8694
-0.107485,16,71.871579
-0.256036,29,71.875428
-0.1109,16,71.877635
-0.140809,38,71.883016
-0.129545,25,71.886445
-0.163634,30,71.890649
-0.103079,9,71.891909
-0.108792,9,71.893194
-0.128043,12,71.894865
-0.091099,13,71.896653
-0.070403,9,71.898053
-0.100412,8,71.899308
-0.134396,16,71.90166
-0.083249,9,71.90303
-0.057315,9,71.904394
-0.276998,64,71.913578
-0.1554,23,71.91705
-0.243208,25,71.920689
-0.142373,11,71.922283
-0.063471,8,71.92345
