#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.074545,10,132.687851
-0.139038,9,132.68911
-0.236891,42,132.694753
-0.067625,8,132.695847
-0.085918,9,132.697098
-0.12575,14,132.699106
-0.07115,9,132.700321
-0.076484,9,132.701539
-0.132865,24,132.704726
-0.320284,59,132.712597
-0.064167,7,132.713553
-0.13807,17,132.715863
-0.058894,8,132.716954
-0.073244,10,132.718304
-0.148473,15,132.720313
-0.106553,9,132.721521
-0.107729,10,132.722913
-0.084163,16,132.72512
-0.083866,10,132.726487
-0.087415,10,132.727848
-0.122143,9,132.729116
-0.160917,16,132.731341
-0.110447,10,132.732738
-0.208489,40,132.738076
-0.135374,11,132.739605
-0.181133,39,132.744886
-0.085013,12,132.746511
-0.221626,26,132.750091
-0.175685,26,132.753519
-0.153508,34,132.758082
-0.086182,9,132.759299
-0.085546,17,132.761542
-0.141265,46,132.767696
-0.066736,8,132.768795
-0.219046,30,132.772807
-0.098635,7,132.773762
-0.164965,58,132.781647
-0.090714,15,132.783659
-0.110515,31,132.787762
-0.115483,10,132.789128
-0.133909,17,132.791465
-0.156593,23,132.794566
-0.12297,9,132.795779
-0.196592,47,132.802109
-0.121997,18,132.804501
-0.322632,36,132.809338
-0.119956,14,132.811195
-0.16129,27,132.814843
-0.162967,35,132.819569
-0.101637,10,132.82093
-0.082852,8,132.822052
-0.102415,19,132.824602
-0.116426,13,132.826384
-0.216069,42,132.832094
-0.083046,11,132.833592
-0.148483,43,132.839335
-0.137741,18,132.841776
-0.099444,22,132.844697
-0.216557,37,132.849721
-0.076673,7,132.850676
-0.160733,23,132.853719
-0.05953,10,132.855065
-0.317784,28,132.858773
-0.076403,17,132.861012
-0.31752,48,132.867553
-0.10189,9,133.17679
-0.118311,15,133.179018
-0.092738,7,133.180029
-0.083985,6,133.180925
-0.099418,14,133.182958
-0.082975,12,133.184628
-0.082567,22,133.187642
-0.093147,7,133.188615
-0.086421,16,133.190833
-0.217888,45,133.196845
-0.188684,20,133.199815
-0.117816,16,133.202016
-0.104563,11,133.203532
-0.220352,30,133.207731
-0.13541,40,133.213051
-0.207818,55,133.220453
-0.105306,8,133.221543
-0.09702,8,133.222663
-0.058337,7,133.223634
-0.109985,14,133.225548
-0.134479,12,133.227219
-0.106844,26,133.230787
-0.092008,7,133.231833
-0.184627,14,133.233732
-0.083195,17,133.236045
-0.117687,13,133.237806
-0.112297,8,133.238948
-0.233306,52,133.245841
-0.089531,16,133.24806
-0.075648,13,133.24989
-0.115264,8,133.250983
-0.094836,21,133.253802
-0.154474,23,133.256941
-0.127854,16,133.259088
-0.115029,27,133.262659
-0.060605,9,133.2639
-0.349279,77,133.274076
-0.081574,18,133.276513
-0.132969,13,133.27831
-0.199825,21,133.281101
-0.107518,10,133.282541
-0.066983,7,133.283496
-0.098351,11,133.285011
-0.10025,10,133.286358
-0.062065,9,133.287592
-0.096922,14,133.289488
-0.095107,7,133.290493
-0.113074,10,133.291886
-0.194068,23,133.294943
-0.120495,12,133.296564
-0.155978,30,133.300802
-0.1863,20,133.303525
-0.081199,17,133.305872
-0.100013,9,133.307103
-0.109028,12,133.30873
-0.123628,13,133.310529
-0.224027,24,133.313811
-0.07262,8,133.315007
-0.057921,16,133.317317
-0.179721,22,133.320507
-0.104682,9,133.321739
-0.129827,20,133.324473
-0.143312,30,133.328543
-0.118121,11,133.33006
-0.096012,22,133.333098
-0.101414,25,133.336451
-0.12163,15,133.338481
-0.1354,17,133.340844
-0.179233,25,133.344178
-0.149096,23,133.347248
-0.131865,32,133.351604
-0.085106,18,133.354008
-0.128978,23,133.357134
-0.156103,24,133.360321
-0.203097,58,133.368104
-0.086378,16,133.370266
-0.284661,25,133.373638
-0.081576,7,133.3746
-0.119009,8,133.375699
-0.127139,22,133.378709
-0.096285,18,133.38119
-0.133434,18,133.383589
-0.070987,11,133.385096
-0.211652,23,133.38813
-0.100596,20,133.390834
-0.108371,12,133.392482
-0.175106,27,133.396074
-0.097538,8,133.397152
-0.076256,7,133.398292
-0.081849,8,133.399398
-0.128047,12,133.40101
-0.11341,11,133.402522
-0.097476,9,133.403752
-0.07207,12,133.405401
-0.067507,9,133.406626
-0.116773,28,133.41038
-0.097675,16,133.412504
-0.150175,35,133.417217
-0.18793,32,133.421449
-0.093896,10,133.422829
-0.097393,11,133.424332
-0.066723,11,133.425826
-0.107729,13,133.427596
-0.088713,10,133.428987
-0.157312,18,133.431518
-0.182113,23,133.434664
-0.131996,17,133.436983
-0.120334,15,133.439027
-0.096376,8,133.440166
-0.140679,12,133.441805
-0.158794,20,133.444472
-0.083475,9,133.445706
-0.107825,17,133.44803
-0.076149,11,133.449535
-0.093652,15,133.451534
-0.166429,26,133.455
-0.088849,10,133.776041
-0.061105,11,133.777729
-0.107755,8,133.77898
-0.06628,8,133.780156
-0.123046,12,133.782076
-0.257772,26,133.785693
-0.064769,10,133.787081
-0.138524,37,133.792138
-0.171209,25,133.795479
-0.078595,11,133.797
-0.072577,9,133.798312
-0.12045,14,133.800224
-0.140525,25,133.803552
-0.059146,8,133.804654
-0.293559,36,133.809526
-0.167521,45,133.815841
-0.115172,9,133.81717
-0.13397,20,133.819952
-0.103374,9,133.821201
-0.083701,13,133.822995
-0.111773,13,133.824796
-0.186829,26,133.828398
-0.169857,19,133.831011
-0.078605,15,133.833116
-0.294881,26,133.836656
-0.372633,30,133.840653
-0.097703,11,133.842149
-0.248701,23,133.845203
-0.138972,21,133.848173
-0.107364,9,133.849474
-0.164972,37,133.85446
-0.142394,21,133.857365
-0.148418,36,133.862221
-0.133513,20,133.864984
-0.095504,7,133.865977
-0.122673,26,133.869467
-0.164613,41,133.874916
-0.169078,18,133.877342
-0.1124,16,133.879527
-0.196476,17,133.881876
-0.149112,19,133.884418
-0.200914,16,133.886589
-0.123509,15,133.888587
-0.133254,24,133.891805
-0.0915,11,133.89329
-0.07836,15,133.895327
-0.070158,16,133.897501
-0.083943,13,133.899388
-0.171221,16,133.901574
-0.135314,36,133.906489
-0.06216,15,133.908573
-0.049215,9,133.909814
-0.089573,16,133.91201
-0.17421,26,133.915727
-0.117407,12,133.917509
-0.185553,24,133.921022
-0.29758,27,133.924846
-0.220021,43,133.931193
-0.112441,25,133.934809
-0.116025,11,133.936352
-0.192556,52,133.943362
-0.146876,12,133.945017
-0.357476,26,133.948744
-0.293667,40,133.954172
-0.114308,10,133.955588
-0.111907,27,133.959495
-0.071014,8,133.960645
-0.187855,16,133.963081
-0.118529,15,133.965538
-0.165117,20,133.968501
-0.060051,12,133.970227
-0.076711,13,133.972104
-0.109268,17,133.974573
-0.189938,24,133.978055
-0.099812,18,133.980828
-0.121161,31,133.985217
-0.144811,13,133.987062
-0.09866,11,133.988568
-0.137117,26,133.9922
-0.121759,16,133.994438
-0.133687,26,133.998245
-0.083987,8,133.999445
-0.255986,36,134.004568
-0.102889,16,134.006954
-0.086597,7,134.007927
-0.07358,14,134.009856
-0.065838,7,134.010833
-0.099097,9,134.012136
-0.121941,8,134.013246
-0.106166,10,134.014745
-0.153521,16,134.017152
-0.142425,24,134.020603
-0.117408,20,134.023336
-0.102872,13,134.025184
-0.119358,14,134.027208
-0.080958,12,134.028971
-0.115684,9,134.03035
-0.160817,23,134.033704
-0.108249,10,134.035159
-0.092817,7,134.036231
-0.137411,15,134.038354
-0.058405,10,134.04001
-0.36408,67,134.049699
-0.114642,9,134.051169
-0.177329,23,134.054846
-0.094198,24,134.058351
-0.114775,9,134.05971
-0.270292,31,134.064201
-0.064874,14,134.378154
-0.077484,9,134.379523
-0.117715,20,134.382482
-0.082856,23,134.385688
-0.059333,14,134.38761
-0.133992,13,134.389407
-0.196296,26,134.39296
-0.148392,14,134.394859
-0.094459,19,134.397431
-0.314081,77,134.407984
-0.097648,9,134.409219
-0.10124,27,134.412836
-0.183378,47,134.419191
-0.134423,21,134.422044
-0.051239,7,134.422996
-0.094522,6,134.423821
-0.154223,23,134.426944
-0.125162,9,134.428186
-0.200948,23,134.431428
-0.105409,11,134.432934
-0.195309,31,134.437121
-0.104302,8,134.438217
-0.107685,18,134.440682
-0.098594,8,134.441806
-0.063815,8,134.44291
-0.197099,20,134.445592
-0.073844,10,134.446961
-0.128353,10,134.448405
-0.124318,21,134.451241
-0.182989,24,134.454442
-0.121559,12,134.456089
-0.128572,18,134.458554
-0.113331,9,134.459767
-0.094392,21,134.462585
-0.0735,12,134.464198
-0.092125,10,134.465594
-0.199432,35,134.470285
-0.071578,15,134.472334
-0.22719,53,134.479435
-0.170842,16,134.481707
-0.112926,10,134.483123
-0.080903,19,134.485749
-0.12251,8,134.486881
-0.112946,38,134.49209
-0.147791,21,134.494995
-0.10413,15,134.497061
-0.057296,9,134.498473
-0.073468,15,134.500637
-0.227125,23,134.503859
-0.116632,11,134.505437
-0.096592,16,134.507614
-0.141988,25,134.510919
-0.139943,11,134.512407
-0.107469,11,134.51388
-0.12441,17,134.516353
-0.155129,13,134.518157
-0.079681,15,134.520302
-0.106871,9,134.521617
-0.101879,7,134.522641
-0.168539,28,134.526571
-0.193529,22,134.529684
-0.123401,20,134.532603
-0.134732,23,134.535798
-0.191256,33,134.540424
-0.103538,16,134.542626
-0.065013,7,134.543613
-0.200694,13,134.54543
-0.220533,22,134.548515
-0.106597,12,134.55025
-0.11191,16,134.552893
-0.065133,7,134.553951
-0.09092,16,134.556316
-0.056453,14,134.558327
-0.186799,24,134.561745
-0.080944,13,134.563653
-0.084432,14,134.565871
-0.131614,26,134.569888
-0.139562,20,134.572799
-0.106963,10,134.574232
-0.180073,48,134.5814
-0.070755,10,134.582866
-0.170615,19,134.593114
-0.150445,19,134.596062
-0.128303,19,134.599004
-0.168787,29,134.603069
-0.08488,12,134.604897
-0.100314,9,134.606301
-0.176981,21,134.609255
-0.084536,13,134.611047
-0.114343,10,134.612496
-0.210836,69,134.622583
-0.11422,24,134.625853
-0.094565,19,134.628572
-0.146654,23,134.631982
-0.138458,20,134.634797
-0.102344,22,134.637834
-0.336779,46,134.644402
-0.084026,15,134.646501
-0.118976,28,134.650877
-0.226338,19,134.653746
-0.132094,21,134.657104
-0.084167,11,134.658807
-0.112721,20,134.661578
-0.084425,18,134.664206
-0.136014,27,134.668315
-0.125062,28,134.672497
-0.106002,13,134.982603
-0.118208,17,134.985012
-0.113083,9,134.986255
-0.078268,14,134.988155
-0.121375,35,134.992839
-0.121857,19,134.995399
-0.135717,25,134.99902
-0.108461,8,135.000177
-0.119982,22,135.003162
-0.096841,11,135.004659
-0.137767,24,135.008043
-0.109371,17,135.010409
-0.376006,51,135.017421
-0.11634,33,135.021892
-0.169596,34,135.026561
-0.344143,34,135.031251
-0.206727,47,135.037824
-0.130336,39,135.043154
-0.08667,14,135.045061
-0.26699,40,135.050573
-0.135075,12,135.0524
-0.080901,11,135.053907
-0.09316,12,135.055539
-0.076077,18,135.058009
-0.118344,12,135.059621
-0.148502,15,135.061631
-0.118939,23,135.064791
-0.078848,27,135.068557
-0.133973,21,135.071366
-0.063095,7,135.072352
-0.092854,8,135.073433
-0.092872,11,135.07496
-0.068385,13,135.076765
-0.15192,13,135.078573
-0.087236,19,135.081282
-0.086038,9,135.082525
-0.098424,8,135.083612
-0.073884,13,135.085394
-0.138901,11,135.086897
-0.051873,9,135.088148
-0.093712,17,135.090484
-0.132155,12,135.09215
-0.15535,22,135.095087
-0.109315,15,135.097133
-0.064361,6,135.098096
-0.194055,35,135.102819
-0.154555,33,135.107319
-0.137556,12,135.108937
-0.252289,21,135.111713
-0.118021,7,135.112664
-0.06491,9,135.113883
-0.104278,11,135.115455
-0.191266,27,135.119133
-0.061301,8,135.120227
-0.10526,14,135.122124
-0.203675,38,135.127223
-0.20733,43,135.133128
-0.051738,7,135.134086
-0.063751,7,135.135048
-0.082359,14,135.136938
-0.076809,9,135.138146
-0.18143,20,135.140876
-0.200866,24,135.144075
-0.087297,15,135.146093
-0.132575,16,135.148322
-0.166094,25,135.151672
-0.071209,9,135.152899
-0.099315,25,135.156277
-0.090111,7,135.157253
-0.100032,17,135.159532
-0.122533,26,135.162964
-0.068695,15,135.165047
-0.194074,57,135.172694
-0.085509,6,135.173518
-0.209634,30,135.17759
-0.082971,16,135.179805
-0.102768,7,135.180806
-0.140353,31,135.185007
-0.178144,30,135.189058
-0.290654,33,135.193466
-0.084856,13,135.195217
-0.175227,48,135.201767
-0.152366,23,135.204847
-0.097732,9,135.206098
-0.123295,17,135.208414
-0.070393,8,135.209499
-0.096406,12,135.211103
-0.118464,14,135.212978
-0.083339,8,135.214069
-0.274971,34,135.218641
-0.297993,80,135.229307
-0.095441,11,135.230815
-0.101049,18,135.23327
-0.18546,22,135.236208
-0.078908,7,135.237169
-0.143134,20,135.239902
-0.206277,23,135.243027
-0.094399,15,135.245037
-0.150336,23,135.248142
-0.064598,11,135.24964
-0.10498,12,135.251231
-0.127709,13,135.252996
-0.118705,17,135.255286
-0.105542,14,135.257228
-0.119016,14,135.259106
-0.124188,11,135.260569
-0.107865,10,135.58767
-0.141347,22,135.591177
-0.056414,16,135.595627
-0.114239,20,135.599613
-0.112714,10,135.601076
-0.110745,13,135.602939
-0.065388,8,135.604079
-0.100688,27,135.607833
-0.183005,26,135.611354
-0.096136,12,135.613025
-0.079425,8,135.614136
-0.080885,16,135.616418
-0.210943,32,135.620736
-0.149876,12,135.622349
-0.143664,7,135.623299
-0.094042,17,135.625602
-0.09153,9,135.626881
-0.128514,26,135.630457
-0.127495,38,135.635856
-0.07685,9,135.637154
-0.111141,15,135.639232
-0.344224,37,135.644286
-0.099085,21,135.647112
-0.156947,18,135.649767
-0.093572,11,135.651337
-0.070495,10,135.652741
-0.099071,12,135.654418
-0.324894,49,135.661055
-0.078416,8,135.662172
-0.096445,9,135.663393
-0.074597,12,135.665158
-0.116982,34,135.669907
-0.102991,8,135.671021
-0.070569,12,135.672693
-0.137832,13,135.674481
-0.11051,12,135.676142
-0.106643,18,135.678672
-0.120491,15,135.680722
-0.079341,15,135.682989
-0.250906,32,135.687649
-0.193133,16,135.68989
-0.097127,6,135.690763
-0.252981,39,135.696307
-0.09377,22,135.700102
-0.114769,10,135.702628
-0.302862,54,135.711085
-0.156347,26,135.715034
-0.116798,10,135.716655
-0.075601,8,135.717838
-0.243998,41,135.724368
-0.138051,10,135.726003
-0.07182,18,135.728616
-0.084918,8,135.729828
-0.125148,22,135.733099
-0.098908,14,135.73517
-0.13517,22,135.738312
-0.100229,8,135.739433
-0.177701,35,135.7445
-0.081822,23,135.747709
-0.184335,32,135.752235
-0.16845,17,135.754508
-0.139122,29,135.758505
-0.100698,14,135.760426
-0.073209,13,135.762252
-0.095117,16,135.764466
-0.108588,10,135.765972
-0.162602,36,135.770863
-0.1323,32,135.775236
-0.150147,28,135.779179
-0.121666,10,135.780575
-0.167905,19,135.783238
-0.158889,13,135.785014
-0.124165,10,135.786374
-0.114834,8,135.787472
-0.080635,14,135.789361
-0.128922,51,135.796193
-0.06988,8,135.797291
-0.053202,12,135.799129
-0.081932,7,135.800125
-0.22894,19,135.802692
-0.120605,7,135.803649
-0.112443,8,135.804744
-0.120881,18,135.807185
-0.103189,25,135.810491
-0.305099,45,135.816578
-0.058922,7,135.817539
-0.188804,45,135.823505
-0.117954,9,135.824747
-0.140375,31,135.829401
-0.143687,10,135.83078
-0.11475,11,135.832428
-0.180302,14,135.834318
-0.119194,8,135.835418
-0.159061,32,135.839695
-0.137514,22,135.842646
-0.103675,13,135.844379
-0.302815,48,135.85105
-0.098551,11,135.852564
-0.149355,19,135.855121
-0.090005,18,135.85761
-0.11429,12,135.859224
-0.08835,6,135.860038
-0.121909,16,135.862172
-0.118298,14,135.864077
-0.058403,11,135.865615
-0.075871,9,135.866864
-0.10214,9,135.868096
-0.081982,11,135.869572
-0.085255,20,135.872267
-0.119404,23,135.875358
-0.074225,10,135.876721
-0.201767,33,136.197585
-0.104561,9,136.200747
-0.095153,16,136.204457
-0.078265,7,136.205561
-0.054444,8,136.206686
-0.14642,20,136.209368
-0.090208,8,136.210454
-0.066894,13,136.212235
-0.073286,13,136.213983
-0.164468,35,136.218788
-0.223986,17,136.221074
-0.070554,12,136.222718
-0.1162,17,136.22505
-0.113799,19,136.227622
-0.19545,19,136.230239
-0.237319,23,136.233514
-0.070581,10,136.234937
-0.048605,9,136.236186
-0.147772,14,136.238094
-0.352964,60,136.246157
-0.106715,21,136.249131
-0.157802,23,136.252225
-0.083676,19,136.254746
-0.161946,15,136.256797
-0.149155,22,136.259734
-0.135145,28,136.263426
-0.084469,17,136.265907
-0.133686,26,136.269439
-0.350158,65,136.278136
-0.079483,9,136.279406
-0.139136,20,136.282264
-0.134449,23,136.285359
-0.064065,13,136.28711
-0.1078,10,136.288472
-0.082415,13,136.290244
-0.085129,13,136.292018
-0.076355,17,136.294281
-0.129179,13,136.296048
-0.11672,17,136.298412
-0.081354,12,136.300085
-0.100965,25,136.303594
-0.081066,17,136.305919
-0.069241,8,136.307031
-0.152273,14,136.308904
-0.145564,18,136.31128
-0.076782,9,136.312506
-0.114635,21,136.315475
-0.118464,20,136.318294
-0.070814,12,136.320037
-0.071347,8,136.321234
-0.155312,34,136.325949
-0.129397,11,136.327547
-0.082424,13,136.329487
-0.093408,14,136.331788
-0.149435,34,136.336817
-0.18022,13,136.338594
-0.123242,23,136.341693
-0.094509,7,136.342675
-0.068677,9,136.343899
-0.15502,15,136.345946
-0.087082,14,136.347883
-0.062129,13,136.349673
-0.054635,8,136.350772
-0.122997,11,136.35227
-0.078105,9,136.353492
-0.238568,45,136.359458
-0.097636,31,136.363546
-0.172783,39,136.368827
-0.082263,16,136.370971
-0.063061,10,136.372357
-0.127126,10,136.373728
-0.152605,17,136.376023
-0.132498,14,136.377955
-0.110792,9,136.37923
-0.081308,20,136.382035
-0.100537,11,136.38354
-0.080631,13,136.385342
-0.116247,9,136.386583
-0.212204,52,136.393645
-0.149913,33,136.39819
-0.172023,34,136.402803
-0.127535,14,136.404706
-0.120165,14,136.40662
-0.087619,15,136.408637
-0.098722,13,136.410377
-0.123406,8,136.411459
-0.085236,13,136.413237
-0.123134,31,136.417421
-0.127101,24,136.420625
-0.16778,22,136.423575
-0.106479,19,136.426129
-0.16272,29,136.430056
-0.068449,10,136.431475
-0.095994,27,136.435171
-0.076635,11,136.436676
-0.137887,15,136.438703
-0.166226,31,136.442891
-0.143597,21,136.445705
-0.146189,17,136.448106
-0.159412,35,136.452843
-0.07848,6,136.453668
-0.125582,34,136.458204
-0.123348,8,136.459303
-0.235623,48,136.46572
-0.131026,28,136.469462
-0.138128,22,136.472452
-0.47411,94,136.801865
-0.067076,11,136.803421
-0.091645,9,136.804671
-0.086871,35,136.809448
-0.068436,11,136.810926
-0.100356,17,136.813187
-0.128038,39,136.818499
-0.113796,16,136.820677
-0.2613,53,136.827826
-0.143283,29,136.831994
-0.162529,18,136.834484
-0.076124,12,136.836135
-0.111598,14,136.83803
-0.134954,13,136.839812
-0.163217,22,136.842834
-0.142888,14,136.844714
-0.132934,16,136.846876
-0.096757,5,136.847575
-0.100223,9,136.848907
-0.114688,23,136.852025
-0.225183,32,136.856286
-0.183989,18,136.858705
-0.059003,13,136.860469
-0.204066,30,136.864444
-0.162982,15,136.866512
-0.219651,31,136.870635
-0.136587,13,136.872391
-0.071542,16,136.874575
-0.098419,7,136.875536
-0.080553,9,136.876787
-0.232208,37,136.881864
-0.111984,11,136.883341
-0.060601,8,136.88444
-0.10591,22,136.887405
-0.143848,12,136.88902
-0.126207,8,136.890122
-0.065196,10,136.891515
-0.171212,32,136.895757
-0.094936,10,136.897116
